Hugo_Symbol	TARGET-52-NAAELV-50	TARGET-52-NAAELY-50	TARGET-52-NAAELZ-50	TARGET-52-PABKLN-01	TARGET-52-PADYZI-01	TARGET-52-PAJLWM-01	TARGET-52-PAJMRB-01	TARGET-52-PAJNER-01	TARGET-52-PAJNFP-01	TARGET-52-PAJNFZ-01	TARGET-52-PAKHTL-01	TARGET-52-PARECB-01	TARGET-52-PARGRN-01	TARGET-52-PARIRN-01	TARGET-52-PARPFY-01	TARGET-52-PARRCL-01	TARGET-52-PARUGK-01	TARGET-52-PARZBI-01	TARGET-52-PASABD-01	TARGET-52-PASADZ-01	TARGET-52-PASCDH-01	TARGET-52-PASDLA-01	TARGET-52-PASRHU-01	TARGET-52-PASVDP-01	TARGET-52-PASWZZ-01	TARGET-52-PASXNA-01	TARGET-52-PASYNF-01	TARGET-52-PASZYE-01	TARGET-52-PATAFT-01	TARGET-52-PATBLF-01	TARGET-52-PATDVL-01	TARGET-52-PATENH-01	TARGET-52-PATFXW-01	TARGET-52-PATFZZ-01	TARGET-52-PATXEE-01	TARGET-52-PATXKA-01	TARGET-52-PAUCGJ-01	TARGET-52-PAUDPV-01	TARGET-52-PAUEKW-01	TARGET-52-PAUFVP-01	TARGET-52-PAUGYZ-01	TARGET-52-PAUHAZ-01	TARGET-52-PAUNPA-01
hsa-let-7a-1	-2.29	0.7106	-1.1147	0.0072	-0.4567	1.5861	-0.4472	0.3567	-0.0922	-0.7274	1.0773	0.0069	0.2306	2.1637	-1.1055	-0.5581	-0.244	-0.1641	-0.3194	0.992	0.6349	0.4682	0.744	-0.0308	1.1727	0.9629	-0.523	-0.5206	0.3732	-1.1219	0.623	-0.3548	3.4126	-1.1332	-0.6076	-0.6793	0.4	-0.0316	-0.6476	-0.5031	-1.453	-1.0541	0.2573
hsa-let-7a-2	-2.2766	0.7332	-1.1292	0.0276	-0.4583	1.6019	-0.4641	0.3248	-0.0849	-0.7154	1.0726	0.0266	0.2042	2.1439	-1.1012	-0.5636	-0.2553	-0.1731	-0.3398	1.0017	0.6355	0.4678	0.7395	-0.0221	1.178	0.9768	-0.5208	-0.5359	0.3762	-1.1252	0.6412	-0.3556	3.4148	-1.129	-0.5874	-0.6794	0.3908	-0.0227	-0.6512	-0.4989	-1.4494	-1.0551	0.237
hsa-let-7a-3	-2.2953	0.6969	-1.1323	0.0265	-0.4581	1.5711	-0.4666	0.3426	-0.0876	-0.7229	1.0744	0.0258	0.2549	2.1848	-1.0994	-0.5634	-0.2695	-0.1897	-0.325	0.9668	0.662	0.4951	0.7498	-0.0089	1.1676	0.9303	-0.5304	-0.5305	0.3867	-1.1177	0.6473	-0.3485	3.3996	-1.1346	-0.6227	-0.6766	0.436	-0.0251	-0.6276	-0.4992	-1.4564	-1.0418	0.2118
hsa-let-7b	-1.5221	0.5177	-0.6806	0.0939	-0.7625	-0.3231	0.6793	0.7334	0.3378	0.1859	-0.1229	-0.1962	0.5701	2.8334	-0.7729	-0.9831	0.2066	1.5506	-0.6322	-0.4587	-0.2011	1.4761	0.8824	-0.6401	1.1487	-0.1154	-0.4221	-0.1791	0.1795	-0.7519	-0.2695	-0.4611	3.7167	-1.2242	-0.8493	-0.4142	-0.3122	0.0817	-1.1465	-0.0375	-1.0038	-0.7811	0.0697
hsa-let-7c	-1.3167	0.2145	0.208	0.0355	1.9928	0.4433	0.0917	1.5345	-0.1643	-0.6812	0.2637	0.0155	0.8752	0.6948	-0.925	-0.4634	0.497	-0.7052	-0.7395	0.7898	-1.0974	-0.1709	0.0093	-0.2927	2.4388	2.7924	0.5462	-0.4214	-1.1839	-1.1319	-1.1127	-0.0082	1.3245	0.0933	-0.4433	-1.1469	-0.323	1.5569	-1.1948	-0.0641	-1.3006	-0.384	-1.1466
hsa-let-7d	-1.4059	0.4274	1.558	-0.0286	0.0036	2.5349	0.788	0.193	0.6529	-0.5565	1.1532	-0.2706	2.1398	0.1661	-0.7574	-0.7299	0.3004	0.1843	-0.8658	-0.4681	-0.8045	1.0304	0.551	-0.9231	0.1624	1.8101	-0.4376	0.5783	-0.8087	-0.9785	-0.634	-0.5466	-0.2519	-1.0319	-0.6508	-0.8413	-0.7131	0.0588	-1.1457	-0.6007	-0.8104	-0.7957	2.7646
hsa-let-7e	-2.1049	-0.575	-0.5151	-0.5422	0.1492	1.7198	-0.206	0.2894	0.471	-0.6542	-0.6491	0.0541	3.2811	-0.3832	-0.6622	0.7687	-0.8176	-1.1299	-0.5178	1.7899	0.6496	1.8104	1.2388	0.0883	0.9887	0.5442	-0.5943	-0.1815	0.025	-1.1941	0.6621	0.1371	1.3586	-0.669	-0.4707	-0.5363	0.1881	0.3113	-1.5451	-0.1869	-1.0187	-0.587	-0.7846
hsa-let-7f-1	-1.68	-0.0276	0.8323	0.109	0.4124	2.5844	0.7158	0.1371	-0.4101	-0.2733	2.2808	-0.2287	1.7191	0.8604	-0.5858	-1.0098	1.4387	-0.2641	-0.5146	-0.7062	-0.5387	0.2335	0.2537	-0.4052	-0.0921	1.9204	-0.1364	0.892	0.0053	-0.9837	-1.0883	0.0793	0.3922	-0.8954	-0.8596	-0.8572	-0.433	-0.3797	-1.3061	-0.8655	-1.2126	-1.0243	1.9117
hsa-let-7f-2	-1.3392	0.038	-0.4654	0.0346	0.4399	4.5264	-0.235	0.3996	0.1397	-0.6994	1.5502	0.4102	0.5652	0.8604	-0.7883	-0.8996	0.4437	-0.3273	-0.6695	-0.0064	-0.6046	0.2522	0.4503	-0.5079	0.5629	2.2957	0.1866	0.1448	-0.4289	-0.917	-0.473	-0.1935	0.772	-0.6879	-0.549	-0.6985	-0.4055	0.1035	-1.1393	-0.7579	-0.9712	-0.9183	0.5069
hsa-let-7g	-2.1338	-0.0621	0.1893	0.1866	1.2345	1.9718	0.4226	0.5335	0.4937	-0.5078	0.6755	0.4757	1.462	1.0499	-0.6148	-0.8764	1.7123	0.0082	-0.5692	-0.3612	-0.7269	0.4686	1.8318	-0.6368	0.4379	2.3573	-0.1331	0.6722	-1.0272	-1.1726	-0.3408	-0.2616	0.636	-1.0206	-0.7641	-1.0148	-0.7521	0.1456	-1.7353	-0.8297	-1.3546	-0.7472	0.6776
hsa-let-7i	-1.8859	-0.3511	1.3484	0.7329	-0.1569	0.3996	0.5372	0.4541	-0.2293	0.2756	0.5198	-0.2796	1.7242	0.4661	-0.0481	-0.6658	3.6898	-0.2544	-0.5645	-0.32	0.5405	0.9922	1.8539	-0.5879	-0.1941	1.6029	-0.4955	0.7858	-0.6209	-0.4774	-0.9709	-0.1002	-0.6344	-1.0997	-0.0677	-0.4392	-0.7816	-0.4466	-1.4082	-1.1537	-1.1365	-0.8238	0.271
hsa-mir-1-1	-0.2896	0.7873	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	5.7814	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	0.9393	0.4703	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	2.0763	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	-0.2896	0.6615	-0.2896
hsa-mir-1-2	-0.3192	-0.2951	-0.3897	-0.3634	-0.3306	-0.3624	-0.3807	-0.1541	-0.3682	-0.1875	-0.3599	-0.3862	-0.3723	4.9202	-0.2194	0.8209	-0.3563	-0.3858	-0.354	-0.3387	-0.1844	-0.3769	-0.2894	2.9785	-0.2951	-0.3335	-0.3039	-0.3854	-0.0134	2.2955	-0.3421	-0.2565	-0.3604	-0.201	-0.3621	0.4192	-0.3051	-0.3844	-0.1908	-0.3358	-0.3686	-0.2409	0.0189
hsa-mir-100	-1.3941	3.3581	-1.3909	0.1946	1.6732	-1.048	-0.9455	-0.3303	-0.4873	-0.3293	0.2189	-0.5979	-0.5748	0.5609	-0.3214	-0.0458	-0.8882	1.9238	-0.752	0.679	0.2429	-0.0789	1.0038	0.3456	0.2078	0.3178	-0.7374	-0.7898	-1.1224	-0.4375	2.4107	-0.2992	-1.1111	-0.7682	0.7359	-0.5942	0.2329	1.0332	-0.9855	0.8604	-0.5542	0.2661	0.3181
hsa-mir-101-1	-0.7324	-0.8274	-0.61	-0.1203	-0.4811	-1.1768	-0.3893	-0.2338	0.4186	-0.5346	-0.513	-0.949	-0.4185	0.3578	-0.4097	-0.2149	-0.1227	0.8962	0.0637	-0.8649	0.3316	1.2254	2.3979	1.3424	-0.7497	-0.4237	-0.8056	-0.1926	0.6273	0.0074	0.6175	-0.2284	1.6872	0.1319	-0.6807	-0.148	-0.5301	-0.6886	4.3663	-1.0187	-0.4721	0.0931	-0.0275
hsa-mir-101-2	0.1597	-1.3484	1.1232	-0.4166	1.4714	-0.1834	-1.0629	-0.2399	-0.774	-1.0145	-0.1764	0.3036	-0.7964	1.5676	-0.0487	-1.1109	1.0363	0.0691	0.0866	-0.4161	-0.0382	-0.0961	1.6061	1.309	-0.8926	0.2462	0.3172	-0.0419	0.2864	0.4959	-0.4223	0.0562	2.2563	1.2098	-0.9959	-0.9929	0.1851	-0.9824	2.7655	-1.8604	-1.0191	-0.472	-1.1493
hsa-mir-103a-1	0.7328	-1.4737	-0.2061	-0.1547	-0.8003	1.4776	-0.6159	-0.646	-0.8926	-0.4576	-0.0508	-0.3915	-0.0265	-0.4569	-0.0752	0.0914	0.7032	-0.8796	-0.0369	2.2436	0.6241	-0.9077	-0.8365	0.0019	1.7978	0.2206	-0.1993	0.1519	0.182	-0.347	1.1532	0.2541	-1.2193	1.7425	-0.055	-0.7697	0.169	-0.1922	3.6659	-1.2785	-0.5078	-1.0815	-0.6525
hsa-mir-103a-2	1.7642	-1.4931	3.3552	-0.771	-1.0563	-0.2939	-0.7067	-0.3827	-0.4765	-0.1139	-1.324	-0.8342	0.7579	-0.8399	-0.2603	0.117	1.6123	-1.1932	-0.1814	2.3808	-0.263	-0.4575	0.3271	-0.1219	0.9194	0.3381	-0.3661	-0.191	-0.7775	-0.022	-0.0695	0.325	-1.1759	0.0831	0.2291	-1.0852	0.333	0.4479	1.8951	-0.0369	-0.8427	-0.3231	0.7741
hsa-mir-103b-1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-103b-2	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543
hsa-mir-105-1	-0.2936	-0.1588	-0.1955	-0.3525	-0.2162	-0.3525	-0.3525	0.3364	-0.148	-0.2108	-0.3525	0.1726	-0.3525	0.0115	-0.3525	0.1079	-0.3525	-0.3525	-0.3525	-0.0389	0.3472	-0.2153	-0.2051	-0.3525	0.4655	-0.3525	-0.3525	0.0332	-0.3525	-0.3525	-0.3525	-0.3525	-0.1039	-0.1718	-0.3525	-0.3525	-0.0075	-0.0325	6.2621	-0.2457	0.2525	-0.1244	0.7231
hsa-mir-105-2	-0.0927	-0.0035	-0.1494	-0.3753	0.0169	-0.3753	-0.2088	-0.0448	-0.3753	-0.3753	-0.3753	-0.2074	-0.3753	0.1486	-0.3753	0.7291	-0.1481	-0.109	-0.3753	0.8282	0.2961	-0.3753	0.0489	-0.3753	0.0171	-0.3753	-0.3753	-0.0052	-0.3753	-0.3753	-0.2401	-0.3753	-0.3753	-0.3753	-0.3753	-0.3753	-0.3753	-0.2218	6.1355	-0.3753	0.5923	-0.1564	0.6569
hsa-mir-106a	4.4147	-0.2958	3.9104	-0.3422	0.4187	-0.364	-0.3288	-0.3295	-0.342	-0.1371	-0.3556	-0.301	-0.3174	-0.3231	-0.3212	-0.233	-0.318	-0.3685	-0.2898	-0.3327	0.1936	-0.3459	-0.3247	0.3591	-0.2622	-0.3369	-0.3708	-0.3044	-0.3477	-0.2455	-0.3276	-0.2805	-0.36	-0.3241	-0.318	0.0819	-0.3618	-0.34	2.0426	-0.3591	-0.3378	-0.2474	-0.3266
hsa-mir-106b	-0.2955	1.7395	0.7839	-0.5262	1.0553	0.8925	0.0772	-0.6976	-0.6299	-1.2781	1.5584	-1.1319	0.4253	-0.6397	0.0838	-0.0181	-0.2671	-0.2015	-0.2641	1.1988	-0.2309	-0.823	1.4484	0.1995	-0.3445	2.432	-1.0338	-1.0846	1.2105	-0.5106	-0.2305	-0.5404	-1.156	0.2232	-0.6632	-0.7428	-0.4407	-0.329	1.6068	-1.9023	-0.336	-0.9619	2.345
hsa-mir-107	1.0099	-1.1437	-0.2217	-0.2347	-0.9104	0.4408	-0.4123	-0.8973	-0.7678	-0.5679	0.9653	-0.8687	-0.5013	-0.7008	0.8601	-0.5818	0.3874	-0.5092	-0.2968	3.1368	0.6138	-0.6514	0.0876	-0.221	1.3442	1.7865	-0.8098	0.1029	0.0924	-0.5941	1.75	-0.1564	-0.5135	-0.1514	-0.1804	-0.6872	0.1755	-0.2031	2.8609	-1.9509	-0.0239	-0.9857	0.1295
hsa-mir-10a	0.3769	-0.8833	-0.714	-0.5626	-0.6545	-0.7531	-0.5608	0.512	3.319	-0.6448	-0.6666	0.0375	-0.4269	0.9623	-0.018	-0.4406	-0.4339	0.3203	1.2039	-0.8533	-0.6091	3.7876	0.6176	-0.3954	-0.7605	0.0886	-0.6097	-0.5687	0.277	-0.2948	-0.3803	-0.6859	0.992	-0.2937	-0.5824	-0.5515	0.2092	0.3443	-0.8583	-0.0592	1.8663	0.1231	-0.7756
hsa-mir-10b	0.0089	0.2751	-0.6497	-0.797	0.7212	-0.7511	-0.4949	-0.3667	-0.4734	-0.7364	-0.4495	3.1406	-0.6048	-0.9765	-0.8558	0.6874	-0.4152	0.3041	-0.8099	-1.0605	0.127	-0.5911	-0.2794	-0.5169	-0.1921	-0.0438	2.2423	0.0652	-1.1747	-0.0892	-0.7746	-0.677	1.1357	1.7969	-0.8564	-0.865	1.0811	0.7394	-0.9622	1.9443	1.7546	0.9869	-0.5469
hsa-mir-1178	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	-0.1915	1.6159	-0.1915	6.2358
hsa-mir-1179	0.0459	-0.3487	-0.3598	-0.3543	-0.2017	-0.2269	-0.1454	-0.1474	-0.3146	-0.3003	5.982	-0.2488	-0.2401	0.9379	0.4347	-0.1989	-0.2643	-0.4072	-0.2426	-0.218	-0.4072	-0.1381	-0.296	-0.2697	-0.1913	-0.2933	-0.3245	-0.1745	0.58	-0.1076	-0.2584	-0.2184	-0.4072	-0.3254	-0.0436	1.731	-0.3031	-0.2624	-0.2792	-0.3589	-0.3463	-0.2695	-0.2179
hsa-mir-1180	1.8231	0.9277	1.0799	-0.6517	-0.9795	-0.4421	-0.6605	-0.4712	-0.4916	-0.4554	-0.5703	-0.8088	1.9004	-0.1004	-0.2212	0.7549	-0.7502	-0.5114	-0.6681	4.1695	0.0399	-0.3878	-0.8009	-0.9368	0.3631	-0.1823	-0.9133	1.5996	-0.1108	0.1454	0.0158	-0.509	-1.075	0.1379	-0.286	-0.5422	0.1984	0.1208	1.6641	-1.0135	-0.0305	-0.4037	0.0336
hsa-mir-1181	-1.013	-1.1081	-1.2094	-0.3141	-0.0039	-0.5693	0.7164	-0.333	0.2699	-1.083	-0.2214	-0.3162	1.4025	-1.0023	-0.1259	-0.906	0.5284	0.8541	-0.0567	4.2777	0.0331	0.0057	2.1707	0.4562	0.2698	-0.3599	-0.0502	0.1766	-0.6893	-0.7989	-0.2392	-0.8657	-0.3718	-0.282	1.0442	-1.0513	1.049	-1.0463	0.6692	-0.0853	1.0538	-0.2257	-0.6492
hsa-mir-1182	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543
hsa-mir-1183	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1184-1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1184-2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1184-3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1185-1	-0.8579	-0.4085	-0.6657	-0.8127	-0.4716	-0.7038	-0.2987	-0.192	-0.3044	-0.1274	-0.0648	-0.4744	4.3162	-0.811	-0.4902	0.5067	0.9125	-0.5002	-0.6188	-0.0901	-0.3619	2.4311	0.4146	0.1403	-0.5416	-0.6309	0.1032	0.3849	-0.1017	-0.1449	2.9917	0.5616	-0.5695	-0.462	-0.4178	-0.391	-0.68	-0.1362	0.2351	-0.06	0.3897	-0.2552	-0.7424
hsa-mir-1185-2	-0.9408	-0.4569	-0.8385	-0.9408	-0.4525	-0.6811	0.077	0.1254	-0.541	0.2134	-0.3346	-0.6557	3.5696	-0.9408	-0.4962	0.4091	0.6797	-0.2626	-0.7274	-0.0214	-0.5988	2.6801	0.8838	0.0983	-0.2078	-0.5309	-0.4048	0.6301	0.1254	0.0298	3.2366	0.7719	-0.5763	-0.7641	-0.6136	-0.2736	-0.9408	-0.1067	0.4408	0.1374	0.2419	-0.1604	-0.8824
hsa-mir-1193	-0.7736	-0.055	-0.7736	-0.7736	-0.4704	-0.7736	-0.7736	-0.3903	-0.7736	0.1725	-0.1366	-0.3841	4.1564	-0.7736	-0.2215	0.7633	0.2807	-0.4648	-0.7736	-0.0758	0.3944	1.364	1.1944	-0.5708	1.0471	-0.7736	-0.2854	0.5141	-0.7736	-0.1422	2.6759	-0.7736	-0.497	-0.7736	-0.7736	-0.4231	-0.3897	0.2948	-0.0186	0.4143	0.573	1.5111	-0.7736
hsa-mir-1197	-0.5507	0.0649	-0.4359	-0.5651	-0.3574	-0.4679	-0.0571	-0.3026	-0.4529	-0.2541	-0.3906	-0.4691	5.8502	-0.554	-0.3231	0.1367	-0.1752	-0.4213	-0.5052	-0.0489	-0.0745	0.489	0.1178	-0.2762	-0.2159	-0.4424	-0.2642	0.1522	-0.0835	0.0577	1.8834	0.0149	-0.4741	-0.2235	-0.2344	-0.0753	-0.523	-0.0968	0.8002	-0.0965	0.4309	-0.0435	-0.5432
hsa-mir-1200	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1202	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1203	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543
hsa-mir-1204	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	3.6009	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	-0.2171	5.301
hsa-mir-1205	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1206	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1207	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1208	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-122	-0.2191	-0.2188	-0.2187	-0.2138	-0.2191	-0.2151	-0.2147	-0.2191	-0.2191	-0.2184	-0.2126	-0.2191	-0.2191	-0.2191	-0.2191	-0.2179	-0.2191	-0.2191	-0.2191	-0.2191	-0.2191	-0.2184	-0.2176	-0.2191	-0.2191	-0.2178	-0.2185	-0.2191	5.2483	-0.2191	-0.2184	-0.2166	-0.2191	-0.2191	-0.2191	3.6758	-0.2182	-0.2191	-0.1926	-0.2191	-0.2191	-0.2179	-0.2191
hsa-mir-1224	-0.8276	1.4989	-1.0008	-1.3467	0.1542	-1.3467	0.1829	-0.2083	-0.4455	-0.7223	-1.0314	-1.3467	0.4834	0.6584	0.8398	0.682	-0.8249	0.1821	-0.3849	0.035	-0.9613	2.281	-0.6973	-0.7444	-0.4455	0.3163	-0.1385	-0.9218	-0.6008	2.4041	0.2055	0.3079	-1.3467	0.6442	-0.4616	0.3886	-0.2064	0.7686	0.1482	1.2406	1.7637	2.1717	-1.3467
hsa-mir-1225	-0.6726	-0.3724	-0.6726	-0.6726	-0.6726	1.1799	0.1342	-0.6726	0.2782	0.6448	-0.6726	-0.6726	-0.6726	1.0196	2.2106	-0.6726	-0.6726	0.6176	-0.1653	-0.6726	0.9537	1.2409	-0.6726	-0.6726	-0.6726	-0.6726	-0.6726	-0.6726	-0.6726	-0.6726	-0.6726	1.6548	-0.6726	3.528	-0.6726	-0.6726	0.9314	0.0712	-0.6726	-0.6726	1.2024	-0.1424	1.8277
hsa-mir-1226	-0.5304	-0.7761	-0.2633	0.1565	-1.3197	-0.5192	0.3389	-1.1258	-0.904	0.7093	-1.3017	-1.0661	3.0647	-0.7777	1.564	0.2615	-0.5759	-1.0312	-0.3138	1.054	1.37	0.6735	0.1206	-0.8822	0.2828	-0.0693	-1.23	1.5144	-0.0055	-0.0701	1.1455	-0.4406	-1.4951	0.3172	0.3646	1.0669	-0.0736	-0.654	2.4098	-0.963	-0.037	0.1779	-0.1668
hsa-mir-1227	0.1502	-0.0434	-0.0318	0.2773	-0.9395	-0.9395	-0.5381	0.2555	-0.9395	-0.2841	-0.9395	-0.9395	2.2621	-0.9395	3.0768	-0.4071	0.156	-0.6185	-0.1823	0.5108	-0.1304	-0.9395	-0.9395	-0.3072	-0.9395	-0.9395	-0.9395	-0.0474	0.6264	1.357	-0.6136	1.9551	-0.077	0.3144	-0.4749	2.3391	-0.5405	-0.9395	1.8065	0.048	0.6929	-0.1481	-0.1102
hsa-mir-1228	2.8206	-0.5341	-0.2505	0.6221	-0.9701	-1.263	0.7892	-0.4299	-0.9332	1.0979	-1.1091	-0.8867	0.8204	-0.676	0.1371	2.8196	2.174	-0.8155	0.6726	0.5908	-0.2288	-0.8943	-0.2333	0.3532	-0.4936	-0.8573	-1.0861	1.0175	-0.2319	1.5581	-0.3543	0.4861	-1.263	-0.9716	0.4644	0.0916	-0.1503	-0.489	-0.169	-0.7466	-0.3959	-0.65	0.5678
hsa-mir-1229	1.6996	-0.5826	0.2025	-0.1261	-0.7083	-0.4382	-0.1336	-0.4938	-0.638	1.9247	0.0359	-0.4881	2.5739	-0.0987	0.4291	-0.6116	-0.8487	-0.4198	-0.5114	0.1203	0.773	-0.566	-0.8487	-0.3793	0.2047	-0.8487	-0.8487	-0.8487	0.1975	0.3204	-0.2681	-0.0751	-0.8487	-0.4763	1.4274	4.0192	-0.4933	-0.3542	1.0734	-0.6287	-0.7448	-0.3787	-0.2946
hsa-mir-1231	0.5044	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	0.7088	-0.4466	-0.4466	-0.4466	0.5548	-0.4466	-0.4466	-0.4466	0.4344	2.0848	0.9656	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	0.4388	-0.4466	-0.4466	5.2798	0.6909	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	-0.4466	0.8452	0.9228	0.4152	-0.4466	-0.4466	-0.4466
hsa-mir-1233-1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1233-2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
