Hugo_Symbol	TARGET-52-NAAELV-50	TARGET-52-NAAELY-50	TARGET-52-NAAELZ-50	TARGET-52-PABKLN-01	TARGET-52-PADYZI-01	TARGET-52-PAJLWM-01	TARGET-52-PAJMRB-01	TARGET-52-PAJNER-01	TARGET-52-PAJNFP-01	TARGET-52-PAJNFZ-01	TARGET-52-PAKHTL-01	TARGET-52-PARECB-01	TARGET-52-PARGRN-01	TARGET-52-PARIRN-01	TARGET-52-PARPFY-01	TARGET-52-PARRCL-01	TARGET-52-PARUGK-01	TARGET-52-PARZBI-01	TARGET-52-PASABD-01	TARGET-52-PASADZ-01	TARGET-52-PASCDH-01	TARGET-52-PASDLA-01	TARGET-52-PASRHU-01	TARGET-52-PASVDP-01	TARGET-52-PASWZZ-01	TARGET-52-PASXNA-01	TARGET-52-PASYNF-01	TARGET-52-PASZYE-01	TARGET-52-PATAFT-01	TARGET-52-PATBLF-01	TARGET-52-PATDVL-01	TARGET-52-PATENH-01	TARGET-52-PATFXW-01	TARGET-52-PATFZZ-01	TARGET-52-PATXEE-01	TARGET-52-PATXKA-01	TARGET-52-PAUCGJ-01	TARGET-52-PAUDPV-01	TARGET-52-PAUEKW-01	TARGET-52-PAUFVP-01	TARGET-52-PAUGYZ-01	TARGET-52-PAUHAZ-01	TARGET-52-PAUNPA-01
hsa-mir-1910	3.96	3.5267	1.2293	-0.0393	-0.634	-0.634	0.5431	-0.634	-0.634	-0.634	-0.634	-0.634	0.3049	0.6004	-0.634	0.9272	0.1692	-0.634	-0.2639	-0.634	-0.634	-0.1687	0.3655	-0.634	0.7531	-0.634	-0.634	-0.634	0.1313	1.2903	-0.1562	-0.634	-0.634	-0.634	-0.634	-0.0998	0.5361	-0.634	0.5165	-0.272	-0.2921	-0.2472	-0.634
hsa-mir-1911	-0.3793	-0.3787	-0.3862	-0.3862	-0.2703	-0.3862	-0.1447	-0.3729	-0.3862	-0.1836	-0.3862	-0.3862	-0.3755	-0.3018	-0.3814	-0.3506	-0.3679	1.5874	0.0314	-0.3619	-0.1834	-0.1157	-0.0957	-0.2981	-0.315	-0.3667	-0.3777	-0.3564	3.8877	-0.2381	0.5232	-0.3378	1.281	-0.3792	-0.3706	-0.3801	-0.3795	-0.1079	-0.2485	-0.283	-0.3706	4.4097	-0.3307
hsa-mir-1912	-0.3671	-0.3666	-0.3653	-0.3723	-0.2277	-0.3723	-0.1574	-0.3418	-0.318	-0.2344	-0.3723	-0.3723	-0.3723	-0.2918	-0.3723	-0.3723	-0.3304	1.2231	0.2937	-0.3445	-0.2485	-0.2631	0.0578	-0.2353	-0.1914	-0.3278	-0.3432	-0.3723	4.9169	-0.1841	0.3255	-0.3059	0.4523	-0.3563	-0.3367	-0.3723	-0.3723	0.0098	-0.1173	-0.2684	-0.3455	3.6524	-0.3406
hsa-mir-1913	5.6085	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	0.7271	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	1.0932	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	0.727	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	0.4914	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	2.3986
hsa-mir-1914	-0.1866	-0.73	0.5611	-0.9351	-0.9351	0.3309	0.1676	1.2536	-0.9351	-0.9351	-0.9351	-0.9351	-0.0555	-0.3569	-0.541	2.7214	-0.9351	-0.4942	-0.2417	-0.9351	0.1764	-0.4992	0.0013	0.2229	1.6638	1.4629	-0.5867	-0.3224	-0.2181	-0.4844	1.303	3.8367	-0.5402	-0.361	-0.9351	-0.4347	0.1611	-0.4268	0.6816	0.0823	-0.2944	-0.2104	0.7736
hsa-mir-1915	1.5805	0.8165	2.2962	-0.2918	-0.7976	-0.7976	-0.297	-0.7976	-0.7976	0.0198	-0.66	-0.6293	0.2671	-0.6226	0.0372	3.4068	-0.5699	-0.6642	0.1466	0.1067	-0.1249	0.1257	0.0525	-0.71	-0.7976	-0.5557	-0.7976	0.3149	-0.2552	-0.5248	-0.1203	0.6463	-0.5585	-0.7976	3.4507	0.8681	-0.1342	-0.7976	-0.3084	-0.4897	-0.0221	0.4086	-0.6252
hsa-mir-192	-0.4805	-0.1641	-0.5536	-0.6015	-0.6814	-0.3756	-0.3096	-0.2994	0.2635	-0.7613	-0.145	0.2679	0.5711	-0.6309	-0.744	-0.6276	1.3139	-0.2084	-0.4438	3.7968	-0.6652	-0.4225	-0.4587	-0.597	-0.017	2.4655	-0.2363	2.9393	1.547	-0.8027	-0.548	-0.864	0.158	-0.5011	-0.4193	0.1697	-0.4197	0.7297	-0.4128	-0.5111	-0.5967	-0.3236	0.5998
hsa-mir-193a	0.3671	1.7276	1.1942	-1.1041	-1.0499	-1.6443	-1.2289	-0.2758	0.0367	-0.9163	0.0708	-0.6852	-0.248	0.7167	-0.8524	-0.84	-0.2255	1.9431	-0.8061	-0.258	0.1775	0.8454	1.0785	-1.2851	0.4405	0.361	-0.7603	-0.9818	-0.2173	-0.5696	1.2166	-1.2195	1.9245	-0.2959	0.5229	-1.274	0.2807	-0.5002	0.1199	2.1027	0.5452	2.0549	-0.4886
hsa-mir-193b	-0.3354	-0.5694	-0.7489	-0.8997	1.8016	-0.968	-0.9422	2.8772	1.6873	-0.9887	-1.1748	0.0131	-0.2435	-0.0146	-0.7104	0.9864	0.6861	-0.8735	-0.5459	2.566	-0.1345	0.5057	0.1927	-0.4565	-1.056	1.9712	-1.0441	0.3328	-0.8418	-0.7768	-0.2141	-0.4732	0.4185	-0.3949	0.3687	1.2745	0.1762	-0.5652	0.4633	-0.7482	0.0732	0.4486	-1.1228
hsa-mir-194-1	-0.8811	-0.2866	-0.9678	-0.6466	-0.4238	-0.2921	-0.2698	-0.3201	0.5191	-0.8976	0.3068	0.4266	0.6285	-0.6913	-0.814	-0.6944	0.8587	-0.2592	-0.4804	3.8169	-0.5216	-0.3385	-0.5014	-0.6056	0.0361	1.8964	-0.1845	2.8677	1.8824	-0.846	-0.3703	-0.9068	0.765	-0.2504	-0.5354	0.4813	-0.5439	0.8968	-0.178	-0.5741	-0.6563	-0.4846	0.0399
hsa-mir-194-2	-0.7621	-0.2815	-0.9105	-0.6625	-0.4756	-0.3648	-0.3306	-0.3205	0.4468	-0.8321	0.2318	0.5	0.6597	-0.6732	-0.8188	-0.7338	0.8466	-0.2569	-0.4128	3.8268	-0.5048	-0.3732	-0.513	-0.6223	0.0692	1.996	-0.1655	2.8703	1.8589	-0.8252	-0.4262	-0.8869	0.7244	-0.2141	-0.5517	0.4457	-0.526	0.8709	-0.1585	-0.6081	-0.6855	-0.4818	0.0316
hsa-mir-195	-0.5403	-0.4584	-0.3969	0.1785	5.8179	0.2226	0.1396	0.4613	-0.3208	-0.0263	-0.0642	-0.0037	0.1401	1.5503	-0.2693	-0.1427	-0.3746	-0.4065	-0.4207	1.2994	-0.4147	-0.5057	-0.2589	-0.3507	-0.2631	-0.3082	0.0369	-0.05	-0.3128	-0.2406	-0.495	-0.3165	0.5623	-0.459	-0.483	-0.4602	0.3562	-0.4958	-0.4605	-0.3139	-0.3813	-0.3971	-0.3736
hsa-mir-196a-1	-0.7243	-1.0633	-1.0606	-0.9012	2.9333	0.5377	-0.4433	0.4549	-0.4323	-0.6385	-0.3962	0.4723	-0.6815	3.0177	-0.5269	-0.7075	-0.6582	0.1153	-0.4509	0.0776	0.3314	-0.6634	0.3278	-0.4841	-0.5815	0.4531	-0.3205	-0.4285	-0.4695	-0.7208	1.4911	0.0163	0.8643	0.5985	-0.6988	-0.9	0.4979	-0.4508	3.0575	-0.0594	-0.7874	-0.5552	0.5579
hsa-mir-196a-2	-0.6992	-0.9021	-0.9117	-0.767	2.776	0.121	-0.2701	0.2621	-0.415	-0.5958	-0.2768	0.2257	-0.6528	3.881	-0.4951	-0.6531	-0.541	-0.1218	-0.3823	0.1506	0.1903	-0.6854	0.4837	-0.387	-0.3861	0.2991	-0.4447	-0.2439	-0.482	-0.5391	0.6533	0.0726	0.3442	0.702	-0.5502	-0.7871	0.0194	-0.5437	3.2081	0.2481	-0.7117	-0.2913	0.0987
hsa-mir-196b	1.7006	-0.7337	-1.0767	-0.809	1.0005	-1.0361	-0.902	1.6114	-0.6463	-0.8176	-0.8519	0.4787	1.2796	2.1604	-0.1228	-0.2752	1.0829	-0.2119	-0.7494	-0.8716	-0.9163	0.4936	1.9327	1.2606	-0.9072	0.6474	-0.9002	-1.0451	-1.076	0.0872	-0.5234	-0.3996	1.158	-1.0531	1.2446	-0.9426	0.5423	1.7032	-1.0399	-0.6231	-0.2671	0.6733	-0.2588
hsa-mir-197	-1.1745	1.2788	-1.3205	-0.1067	-0.2801	-0.1567	-0.0803	-0.4151	-0.1993	-0.778	-0.6829	0.2678	-0.0189	0.709	-1.2052	0.619	-0.098	1.4143	-0.6408	1.4709	-0.2879	-1.0252	1.0489	-1.4712	-0.2193	1.9558	0.0368	0.0189	-0.6466	-0.9645	1.4771	-0.2986	-0.7024	-0.688	-0.1571	-0.9929	0.072	0.9313	3.5304	0.0093	-1.0886	1.165	-0.3061
hsa-mir-1972-1	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543
hsa-mir-1972-2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-1973	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543
hsa-mir-1976	3.3121	-0.2361	-0.9442	1.2451	-0.8831	-0.7932	1.5612	-0.1717	-0.4089	0.8859	-1.0506	-0.7755	-0.9005	-0.638	-0.6925	0.0028	2.1622	0.9742	1.6145	-0.696	0.0228	-0.9332	-0.0131	-0.3836	-0.8556	-1.0556	-0.4383	1.7874	-0.5643	0.2408	-0.4982	0.2838	-1.2584	-0.7159	0.2095	0.5274	0.8922	-0.6475	1.0877	-0.5091	-0.224	-0.69	0.1676
hsa-mir-198	-0.4445	-0.4445	0.324	-0.4445	-0.4445	1.5062	0.4051	-0.4445	-0.4445	0.2491	-0.4445	1.269	-0.4445	0.4464	-0.4445	-0.4445	-0.4445	-0.4445	-0.4445	-0.4445	-0.4445	-0.4445	-0.4445	0.0016	-0.4445	-0.4445	0.0924	5.2199	-0.4445	-0.4445	-0.4445	2.0062	-0.4445	0.4401	-0.4445	-0.4445	-0.4445	0.3388	-0.4445	-0.4445	1.0363	-0.4445	-0.4445
hsa-mir-199a-1	-0.9699	1.0713	-0.1594	-0.7884	0.8238	-1.5999	-0.7388	0.3516	1.1035	-0.8764	-0.9332	-1.2695	0.8403	0.9121	-0.8218	0.2286	-1.1713	1.018	-0.2323	2.049	0.0499	0.6664	0.9621	-0.3546	1.2366	1.2474	-1.0481	-0.815	-1.3295	-0.4571	1.1909	0.7884	2.2441	0.1763	-0.6863	-1.874	-0.4922	1.1153	0.6376	-0.7623	-0.9425	0.0411	-0.4317
hsa-mir-199a-2	-1.1417	1.1381	-0.2899	-0.8117	0.9968	-1.5265	-0.6114	0.3944	1.1972	-0.6777	-0.7083	-1.383	0.8684	0.9035	-0.52	0.1249	-1.1331	1.1976	-0.3557	2.0583	0.0536	0.5868	1.0226	-0.3699	1.1199	1.2009	-1.0894	-0.8191	-1.3123	-0.3659	1.1238	0.7587	2.2874	0.0071	-0.6487	-1.8922	-0.5124	0.9819	0.4864	-0.8938	-1.0628	0.0138	-0.3963
hsa-mir-199b	-1.5433	1.1677	-0.59	-0.8398	1.249	-1.2141	-0.3025	0.4108	1.2399	-0.0931	-0.0386	-1.4759	1.2417	0.698	0.2884	-0.1391	-0.8283	1.4594	-0.6591	2.5269	-0.0146	0.3204	1.0852	-0.4463	0.7788	0.8925	-1.0796	-0.6302	-1.1634	-0.119	0.8406	0.4702	2.2143	-0.5362	-0.5813	-1.8354	-0.5826	0.5851	-0.0316	-1.2363	-1.2364	-0.0779	-0.1742
hsa-mir-19a	0.7796	-1.602	1.6214	-0.4388	-0.365	-0.9874	-0.5281	-0.0818	-0.3801	-1.1685	-0.7023	2.2843	-0.0853	-0.4301	-0.0753	0.276	1.0756	-1.1715	0.0547	1.5432	-0.2118	-0.2703	1.0144	0.1224	0.6869	0.8993	-1.3341	2.1151	-0.8068	2.2295	0.2566	1.2895	-0.6754	-0.1092	0.0293	-1.3186	-0.9045	-0.2135	0.4173	-0.8874	-1.5628	-0.743	0.3587
hsa-mir-19b-1	1.177	-0.7882	2.9273	-0.5867	0.0341	-1.1179	-0.5323	-0.151	-0.5194	-0.8224	-0.544	2.6093	-0.1326	-0.0362	0.2106	-0.7119	0.1707	-0.6675	-0.4608	-0.1676	-0.382	0.157	0.4978	0.9042	-0.2108	-0.0818	-0.91	0.9544	-0.8094	1.7172	-0.4853	3.2566	-0.4152	-0.0184	0.3482	-0.5342	-0.8645	-0.5768	-0.3383	-0.5789	-1.0679	-0.6528	0.2005
hsa-mir-19b-2	4.0999	-0.8533	3.2899	-0.3968	-0.1093	-0.8504	-0.6143	-0.2832	-0.4646	-0.719	-0.6674	1.0521	-0.4023	-0.3666	-0.412	-0.1431	-0.0424	-0.8143	-0.2408	0.139	-0.278	-0.0477	0.6887	0.1693	0.249	0.3635	-0.8635	0.5756	-0.5948	0.7667	-0.1865	0.9479	-0.4587	-0.085	-0.2085	-0.5764	-0.8121	-0.4063	1.7729	-0.362	-0.9828	-0.4989	-0.3735
hsa-mir-200a	-0.506	-0.5099	-0.507	2.9373	-0.508	-0.5098	-0.0805	3.5207	-0.4722	3.2965	-0.5077	-0.5083	-0.5147	-0.1815	0.3467	-0.4922	0.0142	-0.4994	0.2551	-0.507	-0.4869	-0.513	-0.5093	-0.4958	0.6283	-0.5085	0.37	-0.4817	0.7453	-0.4904	-0.4751	1.3427	-0.3675	-0.5058	-0.4975	1.0231	-0.4494	-0.4659	-0.5043	-0.3453	-0.5097	-0.4966	-0.0727
hsa-mir-200b	-0.4995	-0.5	-0.5014	3.948	-0.4991	-0.4976	-0.2587	2.9673	-0.4607	2.847	-0.4938	-0.4982	-0.4924	-0.0743	0.3907	-0.4803	-0.0392	-0.4857	0.3776	-0.4986	-0.473	-0.4925	-0.49	-0.4783	0.6583	-0.5024	0.2885	-0.4769	0.8069	-0.4922	-0.4804	1.3629	-0.3308	-0.4937	-0.4855	0.6751	-0.461	-0.4563	-0.4942	-0.3166	-0.4963	-0.4859	-0.1367
hsa-mir-200c	-0.2793	-0.3222	0.0003	0.2442	-0.3332	-0.3327	-0.2406	0.5289	-0.3003	0.3085	-0.329	-0.3026	-0.3272	-0.0863	-0.0606	-0.3028	-0.2108	-0.2582	-0.1697	-0.3133	-0.2877	-0.1914	-0.3106	-0.314	-0.0352	-0.3274	-0.2419	-0.2822	0.1933	6.2043	-0.2675	-0.045	-0.2652	-0.2029	-0.3078	1.2391	-0.296	-0.3073	0.0993	-0.2666	-0.3068	-0.3087	-0.0849
hsa-mir-202	-0.1617	-0.1474	-0.1649	-0.1649	-0.1649	-0.1649	-0.1508	-0.1603	-0.1649	-0.1611	-0.161	-0.1649	-0.1649	-0.1154	-0.1413	-0.1649	-0.1649	-0.1612	-0.1293	-0.1393	-0.1602	6.4801	-0.1128	-0.1352	-0.1649	-0.1649	-0.1649	-0.1649	-0.1619	-0.1456	-0.1534	-0.1649	-0.1514	-0.16	-0.1485	-0.1392	-0.1649	-0.1649	-0.1557	-0.162	-0.1485	-0.1277	-0.1503
hsa-mir-203a	-0.5454	0.001	1.4767	0.146	-0.5074	-0.5143	1.1485	-0.0201	-0.5294	-0.0275	-0.4811	-0.5536	-0.4723	-0.2724	-0.3252	-0.4038	-0.3652	-0.3073	-0.2246	-0.5316	0.7549	0.4413	0.0517	-0.3962	-0.296	-0.5248	-0.3636	-0.5055	-0.0801	-0.357	-0.51	-0.2079	-0.4847	-0.357	0.3496	5.4644	-0.4635	-0.4974	-0.3573	1.9048	-0.1662	-0.1005	0.0102
hsa-mir-203b	-0.2005	-0.1916	-0.1727	-0.048	-0.2019	-0.2039	-0.1498	-0.0461	-0.2009	-0.0303	-0.1995	-0.2046	-0.2018	-0.2069	-0.1753	-0.1967	-0.1671	-0.1751	-0.1659	-0.2051	-0.046	-0.1472	-0.2053	-0.1843	-0.1757	-0.2059	-0.1612	-0.2067	-0.1753	-0.2016	-0.2016	-0.1475	-0.2077	-0.1225	0.4969	6.441	-0.1714	-0.1918	-0.1977	-0.1522	-0.1914	-0.1859	-0.1158
hsa-mir-204	-0.3081	-0.3086	-0.2574	0.0501	-0.3064	-0.1129	-0.2768	-0.267	-0.3024	-0.2655	-0.2971	-0.3063	-0.3071	-0.279	3.1597	-0.2978	-0.2823	-0.2384	-0.2618	-0.31	0.3414	-0.2648	-0.1885	-0.3052	0.1088	-0.2993	-0.2902	-0.3018	-0.1984	5.5068	-0.0507	-0.1329	-0.1943	-0.3062	-0.2053	-0.1868	-0.2907	-0.236	-0.1259	-0.2635	-0.2955	0.1984	-0.2442
hsa-mir-205	-0.2622	-0.2658	-0.2645	-0.2433	-0.2654	-0.2628	-0.147	-0.2561	-0.2646	-0.2553	-0.2622	-0.2657	-0.2614	-0.2362	4.2542	-0.1257	-0.2592	-0.0683	-0.2642	-0.2655	-0.2242	0.4922	-0.257	-0.2654	-0.2652	-0.2423	-0.2655	-0.2414	4.7226	-0.2639	-0.1823	-0.0307	-0.265	-0.2601	-0.2637	-0.2649	-0.1969	-0.2168	-0.2466	-0.2647	-0.2642	-0.2652	-0.2278
hsa-mir-2052	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-2053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-2054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
hsa-mir-206	-0.2555	-0.2555	-0.2554	-0.2481	-0.2544	-0.2496	-0.1101	-0.2511	-0.2553	-0.2027	-0.1929	-0.2542	-0.2522	-0.2548	0.0252	-0.2246	-0.2541	-0.1412	-0.2544	-0.255	-0.2284	-0.1683	2.7097	5.7886	-0.2128	-0.2291	-0.2552	-0.2535	-0.2551	0.1428	0.1273	-0.2546	-0.2523	-0.0539	-0.2511	-0.2551	-0.2527	-0.1767	-0.2553	-0.2555	-0.2555	-0.2554	-0.2518
hsa-mir-208a	-0.2912	-0.2912	-0.2912	2.0841	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	4.6456	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	3.5515	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	-0.2912	1.0745	-0.2912	-0.2912
hsa-mir-208b	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	0.0893	-0.2094	-0.2094	-0.2094	-0.2094	2.2842	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	6.0017	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094	-0.2094
hsa-mir-20a	0.2673	-1.249	0.771	-0.4789	-0.0561	-0.6923	-0.8234	-0.3997	-0.5395	-1.1335	-0.5327	3.3187	-0.0822	-0.0046	-0.3955	-0.2524	-0.2222	-1.0544	-0.0265	0.7805	0.0359	-0.7989	-0.0504	0.7553	1.2539	0.7824	-0.8525	1.245	-0.6885	1.2824	-0.3676	2.7824	-0.4527	1.8583	0.5636	-0.9638	-0.4282	-0.1753	0.2328	-0.8744	-1.3169	-1.006	-0.0112
hsa-mir-20b	4.8503	-0.2476	3.798	-0.299	0.013	-0.3051	-0.2868	-0.2898	-0.2996	-0.1563	-0.3021	-0.2979	-0.2956	-0.3028	-0.2974	-0.235	-0.2877	-0.2993	-0.2704	-0.2945	0.0679	-0.3011	-0.293	0.1292	-0.2694	-0.2983	-0.3038	-0.3013	-0.2978	-0.2714	-0.2929	-0.2994	-0.3002	-0.2985	-0.2938	0.0036	-0.3029	-0.2922	1.4336	-0.3024	-0.2756	-0.236	-0.2989
hsa-mir-21	-0.4304	0.1853	0.6826	0.653	-0.003	-0.8162	0.7929	-0.2804	-0.9872	1.1243	1.3024	-1.3148	-1.7494	0.5542	1.161	-0.4026	0.5748	0.4939	2.1964	-1.4586	0.5944	-1.4864	-0.5604	1.5684	-0.5238	-1.059	0.2892	0.8155	0.8061	0.9072	-0.5372	0.966	-1.1581	-0.597	1.5725	1.6305	-0.3327	-0.4582	-1.317	-0.8734	-1.2237	-1.0254	-0.2755
hsa-mir-210	-0.8883	-0.7411	-1.2139	0.9061	-0.949	-1.3293	0.1078	-0.6769	-0.9411	1.0974	-0.9913	-1.2778	-0.2424	-1.2011	-0.5851	1.3139	-1.0521	1.7878	0.3022	-0.9712	1.5258	-0.0194	2.0717	0.2301	0.813	-0.401	-0.5625	0.0265	0.9902	-0.9858	2.4921	-0.3254	-1.1502	0.6622	1.1632	1.4228	0.4968	0.1806	0.3819	-0.8088	-0.5169	-0.2114	0.0697
hsa-mir-211	6.4806	-0.1493	-0.1523	-0.1465	-0.1571	-0.1571	-0.1571	-0.1466	-0.1571	-0.1399	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1505	-0.1571	-0.1571	-0.1571	-0.1571	-0.1515	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1399	-0.1571	-0.1571	-0.1495	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1571	-0.1506	-0.1571	-0.1571	-0.1354
hsa-mir-2110	-0.3748	0.4392	-0.4439	0.5112	-0.2922	-0.7008	0.6082	0.8299	-0.6713	-0.7254	-1.5129	-1.2021	0.5046	0.2184	-0.0823	0.7559	0.665	1.4778	-0.7469	2.1233	-0.5925	0.9623	-0.0653	-1.3675	0.1842	1.6966	0.0232	0.205	0.0762	-0.1306	1.7247	-1.1141	-0.9454	-0.5521	-0.8318	-0.7139	-0.6093	-0.6965	3.5105	-0.2491	-0.8279	-0.3806	-0.6871
hsa-mir-2113	-0.3506	1.5231	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	3.6759	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	2.2934	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	3.2565	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	-0.3506	2.5752	-0.3506	-0.3506
hsa-mir-2114	-0.6752	0.8627	4.0388	-0.4936	-0.5341	-0.6752	0.2234	1.9998	-0.6752	-0.0883	-0.6752	-0.6752	-0.3885	-0.6752	-0.1614	0.7549	-0.6752	-0.2441	-0.1102	-0.6752	-0.1318	0.8876	2.9871	0.7401	-0.6752	0.1064	-0.448	-0.4755	-0.3246	0.2061	-0.0916	-0.6752	1.5131	-0.6752	-0.4672	-0.5121	-0.4965	-0.6752	-0.6752	-0.3436	0.0557	0.3877	-0.6752
hsa-mir-2115	-0.3	2.8533	-0.459	-0.459	-0.459	-0.459	-0.459	-0.459	-0.459	-0.459	-0.459	0.0135	1.036	-0.459	-0.459	-0.459	1.4592	-0.459	-0.459	-0.459	-0.459	-0.459	0.3367	-0.213	-0.459	-0.459	-0.459	-0.459	-0.1543	4.9027	-0.459	0.2168	-0.459	0.0289	0.0833	1.242	0.4725	-0.459	-0.459	0.1174	-0.1868	-0.459	0.025
hsa-mir-2116	-1.1011	0.616	-0.9406	3.9209	-0.2651	-1.1011	-0.3911	1.7172	0.1539	0.3481	0.3626	-0.0271	-0.5348	0.388	-0.5937	0.7822	-0.1322	0.0343	0.2382	-0.4598	-0.7433	-0.8205	-0.4983	-0.9147	0.9904	0.9574	-0.8768	-0.7066	0.7454	0.0595	0.3399	-0.0771	-0.5926	-0.7315	-1.1011	-1.1011	-0.7483	1.8445	2.0215	0.209	-1.1011	-0.1679	-0.001
hsa-mir-2117	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	-0.1543	6.4807	-0.1543	-0.1543
hsa-mir-212	-0.6557	-0.7089	-0.6581	-0.6323	0.4596	1.827	-0.6003	0.2742	-0.6041	0.6377	2.7337	-0.0428	0.3501	-0.5612	2.71	-0.6404	-0.0041	-0.7233	-0.7398	3.4756	-0.7505	0.1217	-0.5627	-0.7543	-0.4387	0.9328	0.2356	0.4278	-0.5276	-0.4791	-0.7912	-0.6549	-0.5316	-0.1798	-0.3526	-0.4152	-0.3128	-0.1487	-0.3833	-0.7707	-0.4482	-0.3524	1.2395
hsa-mir-214	0.1416	0.8625	1.8299	-0.0023	2.3579	0.0299	-0.5375	-0.0691	0.408	-0.9701	-0.368	-0.7913	0.2757	1.5939	0.0676	1.8868	-0.8536	-0.5807	-0.3982	1.682	-0.4561	-0.1236	1.9178	-1.4712	0.0624	1.2319	-0.8492	-0.7419	-1.3478	-0.0556	-0.037	0.7817	0.2467	-1.2174	-0.2922	-1.789	-0.3922	0.318	-0.4364	-1.3352	-1.2239	-0.3391	0.9844
